ID	MosquitoSpecies	Landscape	BloodSource_Species	BloodSource_Class1	BloodSource_Class2	BloodSource_Class3	BloodSource_Class4	BloodSource_Order	Lat_dec	Long_dec	Location	Database	StudyType	Title	Year	Author1	Author2	Author3	Author4	InstAut1	InstAut2	InstAut3	InstAut4
Mucci2015	Psorophora_albigenu	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.4866	-50.3216	"S∆o_Jo∆o_do_Iracema,Sao_Jose_dos_Dourados,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_terrens	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.4866	-50.3216	"S∆o_Jo∆o_do_Iracema,Sao_Jose_dos_Dourados,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_scapularis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.5334	-50.8167	"Marin¢polis,Sao_Jose_dos_Dourados,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.5334	-50.8167	"Marin¢polis,Sao_Jose_dos_Dourados,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Mansonia_humeralis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.5334	-50.8167	"Marin¢polis,Sao_Jose_dos_Dourados,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_discrucians	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.5334	-50.8167	"Marin¢polis,Sao_Jose_dos_Dourados,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_serratus	rural	"primate,bird,Bos_taurus"	Mammalia	Aves	NA	NA	"Primates,Artyodactyla"	-20.9344	-48.7917	"Paraiso,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,bird,Bos_taurus"	Mammalia	Aves	NA	NA	"Primates,Artyodactyla"	-20.9344	-48.7917	"Paraiso,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_fulvus	rural	"primate,bird,Bos_taurus"	Mammalia	Aves	NA	NA	"Primates,Artyodactyla"	-20.9344	-48.7917	"Paraiso,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_scapularis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.6725	-49.1281	"Guapiacu,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_ferox	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.6725	-49.1281	"Guapiacu,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.5014	-49.2113	"Nova_Granada,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Mansonia_titillans	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.5014	-49.2113	"Nova_Granada,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Coquillettidia_venezuelensis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.5014	-49.2113	"Nova_Granada,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,bird,Bos_taurus"	Mammalia	Aves	NA	NA	"Primates,Ariodactyla"	-20.2163	-49.5429	"Palestina1,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_scapularis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.2961	-49.6348	"Palestina2,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_serratus	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.2961	-49.6348	"Palestina2,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.2961	-49.6348	"Palestina2,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_scapularis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.2013	-49.6794	"Americo_de_Campos,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Haemagogus_janthinomys/capricornii	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.2013	-49.6794	"Americo_de_Campos,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_serratus	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.2013	-49.6794	"Americo_de_Campos,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_ferox	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.2013	-49.6794	"Americo_de_Campos,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.2013	-49.6794	"Americo_de_Campos,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_scapularis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.1764	-49.6472	"Riolandia1,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_serratus	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.1764	-49.6472	"Riolandia1,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.1764	-49.6472	"Riolandia1,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_scapularis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.1566	-49.6553	"Riolandia2,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_serratus	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.1566	-49.6553	"Riolandia2,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.1566	-49.6553	"Riolandia2,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_ferox	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.1566	-49.6553	"Riolandia2,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.0991	-49.7522	"Pontes_Gestal,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_ferox	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla"	-20.0991	-49.7522	"Pontes_Gestal,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_scapularis	rural	"primate,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.0991	-49.7522	"Pontes_Gestal,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Psorophora_albigenu	rural	"primate,Homo_sapiens_sapiens,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.043	-49.869	"Cardoso,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Mucci2015	Aedes_scapularis	rural	"primate,Homo_sapiens_sapiens,non-human-primate,bird,Bos_taurus,Equus_ferus_caballus,Rattus_norvergicus"	Mammalia	Aves	NA	NA	"Primates,Artiodactyla,Perissodactyla,Rodentia"	-20.043	-49.869	"Cardoso,Turvo-Grande,Brazil"	Scopus	article	"Feeding_habits_of_mosquitoes_(Diptera:_Culicidae)_in_an_area_of_sylvatic_transmission_of_yellow_fever_in_the_state_of_S∆o_Paulo,_Brazil"	2015	Mucci	Junior	DePaula	Scandar	State_Health_Secretariat_Sao_Paulo_Brazil	State_Health_Secretariat_Sao_Paulo_Brazil	University_of_Sao_Paulo	State_Health_Secretariat_Sao_Paulo_Brazil
Alencar2015	Aedes_scapularis	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	Reptilia	"Galliformes,Perissodactyla,Didelphimorphia,Squamata,Rodentia,Primates,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Aedes_serratus	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	Reptilia	"Galliformes,Perissodactyla,Didelphimorphia,Squamata,Rodentia,Primates,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Anopheles_albitarsis	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus,Bufo_bufo"	Mammalia	Aves	Amphibia	NA	"Galliformes,Perissodactyla,Didelphimorphia,Squamata,Rodentia,Primates,Anura"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
Alencar2015	Coquillettidia_venezuelensis	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Tropidurus_sp.,Didelphis_marsupialis,Hydrochoerus_hydrochaeris,Homo_sapiens_sapiens,Rattus_rattus"	Mammalia	Aves	Reptilia	NA	"Galliformes,Perisodactyla,Squamata,Didelphimorphia,Rodentia,Primates,Rodentia"	-22.443778	-42.908444	"REGUA,Brazil"	Scopus	article	"Feeding_Patterns_of_Mosquitoes_(Diptera:_Culicidae)_in_the_Atlantic_Forest,_Rio_de_Janeiro,_Brazil"	2015	Alencar	Mello	Gil-Santana	Giupponi	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ
