ID	MosquitoSpecies	Landscape	Landscape	BloodSourceSpecies	BloodSource_Class	BloodSource_Order	LatN_dec	LongW_dec	Location	Database	StudyType	Title	Year	Author1	Author2	Author3	Author4	Author5	InstAut1	InstAut2	InstAut3	InstAut4	InstAut5		
DosSantosSilva2012	Aedes_scapularis	wild	wild	"Gallus_gallus_domesticus,Bos_taurus,Homo_sapiens_sapiens"	"Aves,Mammalia"	NA	-16.665008	-56.793894	"THP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora ferox	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-23.361814	-44.844125	"SMSP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora ferox	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-22.752164	-44.617392	"SBNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora ferox	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Didelphis_marsupialis,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora ferox	wild	wild	"Gallus_gallus_domesticus,Rattus_rattus,Bos_taurus,Equus_ferus_caballus,Homo_sapiens_sapiens,Canis_lupus_familiaris,Didelphis_marsupialis"	"Aves,Mammalia"	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_serratus	wild	wild	"Gallus_gallus_domesticus,Rattus_rattus,Bos_taurus,Canis_lupus_familiaris,Equus_ferus_caballus,Didelphis_marsupialis"	"Aves,Mammalia"	NA	-23.361814	-44.844125	"SMSP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_serratus	wild	wild	"Gallus_gallus_domesticus,Rattus_rattus,Bos_taurus,Equus_ferus_caballus,Homo_sapiens_sapiens"	"Aves,Mammalia"	NA	-22.752164	-44.617392	"SBNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_serratus	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Bos_taurus,Equus_ferus_caballus,Canis_lupus_familiaris,Rattus_rattus,Didelphis_marsupialis"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_terrens	wild	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Rattus_rattus"	"Aves,Mammalia"	NA	-22.488386	-43.001364	"SONP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_terrens	wild	wild	"Gallus_gallus_domesticus,Rattus_rattus,Bos_taurus,Canis_lupus_familiaris"	"Aves,Mammalia"	NA	-23.361814	-44.844125	"SMSP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Aedes_terrens	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Didelphis_marsupialis,Rattus_rattus"	"Aves,Mammalia"	NA	-22.752164	-44.617392	"SBNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Haemagogus_leucocelaenus	wild	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Bos_taurus"	"Aves,Mammalia"	NA	-22.488386	-43.001364	"SONP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Haemagogus_leucocelaenus	wild	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Bos_taurus,Canis_lupus_familiaris,Homo_sapiens_sapiens"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Haemagogus_leucocelaenus	wild	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Bos_taurus,Canis_lupus_familiaris,Homo_sapiens_sapiens,Rattus_rattus"	"Aves,Mammalia"	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora_albigenu	wild	wild	"Gallus_gallus_domesticus,Equus_ferus_caballus,Homo_sapiens_sapiens,Bos_taurus,Canis_lupus_familiaris,Rattus_rattus"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora_albigenu	wild	wild	"Gallus_gallus_domesticus,Bos_taurus,Canis_lupus_familiaris,Equus_ferus_caballus,Homo_sapiens_sapiens,Didelphis_marsupialis,Rattus_rattus"	"Aves,Mammalia"	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora_albigenu	wild	wild	"Gallus_gallus_domesticus,Bos_taurus,Rattus_rattus,Bos_taurus,Equus_ferus_caballus,Homo_sapiens_sapiens"	"Aves,Mammalia"	NA	-16.665008	-56.793894	"THP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora_albipes	wild	wild	"Gallus_gallus_domesticus,Rattus_rattus,Bos_taurus,Homo_sapiens_sapiens,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-23.361814	-44.844125	"SMSP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Psorophora_albipes	wild	wild	Gallus_gallus_domesticus	Aves	NA	-15.4053	-55.835294	"CGNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Mansonia_titillans	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Rattus_rattus,Canis_lupus_familiaris,Equus_ferus_caballus,Didelphis_marsupialis"	"Aves,Mammalia"	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Mansonia_titillans	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Rattus_rattus,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-16.665008	-56.793894	"THP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Runchomyia_theobaldi	wild	wild	"Gallus_gallus_domesticus,Didelphis_marsupialis,Bos_taurus,Equus_ferus_caballus,Homo_sapiens_sapiens,Rattus_rattus"	"Aves,Mammalia"	NA	-22.488386	-43.001364	"SONP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Runchomyia_theobaldi	wild	wild	"Gallus_gallus_domesticus,Rattus_rattus,Bos_taurus,Canis_lupus_familiaris,Homo_sapiens_sapiens,Didelphis_marsupialis,Equus_ferus_caballus"	"Aves,Mammalia"	NA	-22.752164	-44.617392	"SBNP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Trichoprosopon_digitatum	wild	wild	"Gallus_gallus_domesticus,Homo_sapiens_sapiens,Equus_ferus_caballus,Rattus_rattus,Didelphis_marsupialis"	"Aves,Mammalia"	NA	-22.488386	-43.001364	"SONP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
DosSantosSilva2012	Trichoprosopon_digitatum	wild	wild	Gallus_gallus_domesticus	Aves	NA	-25.625431	-54.460722	"INP,Brasil"	Scopus	article	Feeding patterns of mosquitoes (Diptera: Culicidae) in six Brazilian environmental preservation areas	2012	Dos Santos Silva J.	Alencar J.	Costa J.M.	Seixas-Lorosa E.	Guimar∆es A.E.	"Instituto_Oswaldo_Cruz_FIOCRUZ,Universidade_Federal_do_Rio_de_Janeiro"	Instituto_Oswaldo_Cruz_FIOCRUZ	Universidade_Federal_do_Rio_de_Janeiro	Instituto_Oswaldo_Cruz_FIOCRUZ	Instituto_Oswaldo_Cruz_FIOCRUZ		
Tuten2012	Aedes_albopictus	urban	urban	"Didelphis_virginiana,Homo_sapiens_sapiens"	Mammalia	NA	34.847718	-82.385616	"Greenville_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Aedes_albopictus	urban	urban	"Cardinalis_cardinalis,Poecile_carolinensis,Zenaida_macroura"	Aves	NA	34.009656	-81.073038	"Riverbanks_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Aedes_triseriatus	urban	urban	"Struthio_camelus,Ursus_arctos"	"Aves,Mammalia"	NA	34.009656	-81.073038	"Riverbanks_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Anopheles_punctipennis	urban	urban	"Piranga_rubra,Struthio_camelus,Bos_taurus,Crocuta_crocuta,Equus_ferus_caballus,Homo_sapiens_sapiens"	"Aves,Mammalia"	NA	34.009656	-81.073038	"Riverbanks_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Anopheles_punctipennis	urban	urban	Capra_hircus	Mammalia	NA	34.847718	-82.385616	"Greenville_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Anopheles_quadrimaculatus	urban	urban	"Struthio_camelus,Ursus_arctos"	"Aves,Mammalia"	NA	34.009656	-81.073038	"Riverbanks_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Culex_erraticus	urban	urban	"Balearica_regulorum,Cardinalis_cardinalis,Dumetella_carolinensis,Poecile_carolinensis,Phoenicopterus_ruber,Ramphastos_sulfuratus,Struthio_camelus,Sturnus_vulgaris,Zenaida_macroura,Equus_ferus_caballus,Homo_sapiens_sapiens,Procyon_lotor,Lemur_catta,Chelonoidis_nigra"	"Reptilia,Mammalia,Aves"	NA	34.009656	-81.073038	"Riverbanks_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Culex_pipiens	urban	urban	"Rhyticeros_undulatus,Cardinalis_cardinalis,Baeolophus_bicolor,Poecile_carolinensis,Homo_sapiens_sapiens,Lemur_catta,Symphalangus_syndactylus"	"Aves,Mammalia"	NA	34.847718	-82.385616	"Greenville_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Culex_pipiens	urban	urban	"Cardinalis_cardinalis,Dendroica_dominica,Dumetella_carolinensis,Phoenicopterus_ruber,Ramphastos_toco,Struthio_camelus,Thryothorus_ludovicianus,Tockus_erythrorhynchus,Zenaida_macroura,Bos_taurus,Crocuta_crocuta,Terrapene_carolina"	"Aves,Mammalia,Reptilia"	NA	34.009656	-81.073038	"Riverbanks_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Culex_restuans	urban	urban	Cardinalis_cardinalis	Aves	NA	34.009656	-81.073038	"Riverbanks_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Tuten2012	Culex_territans	urban	urban	Hyla_cinerea	Amphibia	NA	34.009656	-81.073038	"Riverbanks_Zoo,South_Carolina,USA"	Scopus	article	Blood-feeding ecology of mosquitoes in zoos	2012	Tuten H.C.	Bridges W.C.	Paul K.S.	Adler P.H.	NA	Clemson_University	Clemson_University	Clemson_University	Clemson_University	NA		
Greenberg2013	Aedes_vexans	urban	urban	"Anser_anser,Anas_platylyrhynchos,Cairina_moschata,Dromaius_novaehollandiae,Turdus_migratorius,Ailurus_fulgens,Alopex_lagopus,Bos_taurus,Bubalis_bubalis,Camelus_bacteranus,Camelus_dromedarius,Canis_latrans,Canis_lupus_familiaris,Capra_hircus,Ceratotherium_simum,Equus_asinius,Equus_ferus_caballus,Hippopotamus_amphibious,Homo_sapiens_sapiens,Lama_glama,Lama_guanicoe,Lama_pacos,Macropus_rufus,Mephitis_mephitis,Ovis_aries,Panthera_leo,Panthera_tigris,Potamochoerus_porcus,Sylvilagus_audubonii"	"Aves,Mammalia"	NA	35.077787	-106.66265	"Rio_Grande_Zoo,New_Mexico,USA"	Scopus	article	"Identification of blood meal sources in aedes vexans and culex quinquefasciatus in Bernalillo County, New Mexico"	2013	Greenberg J.A.	Lujan D.A.	Dimenna M.A.	Wearing H.J.	Hofkin B.V.	University_of_New_Mexico	University_of_New_Mexico	City_of_Albuquerque_Environmental_Health_Department	University_of_New_Mexico	University_of_New_Mexico		
Greenberg2013	Culex_quinquefasciatus	urban	urban	"Anser_anser,Anas_platylyrhynchos,Cairina_moschata,Dromaius_novaehollandiae,Turdus_migratorius,Accipiter_cooperi,Carduelis_psaltria_columbiana,Carpodacus_mexicanus,Columba_livia,Gallus_gallus_domesticus,Geococcyx_califorians,Meleagris_gallopavo,Passer_domesticus,Phasianus_colchicus,Pheucticus_melanocephalus,Streptopelia_decaocto,Struthio_camelus,Trichoglossus_haematodus,Tyrannus_melancholicus,Vultur_gryphus,Zenaida_macroura,Bos_taurus,Canis_latrans,Canis_lupus_familiaris,Ceratotherium_simum,Equus_ferus_caballus,Hylobates_syndactylus,Mus_musculus,Panthera_tigris,Potamochoerus_porcus,Panthera_uncia"	"Aves,Mammalia"	NA	35.077787	-106.66265	"Rio_Grande_Zoo,New_Mexico,USA"	Scopus	article	"Identification of blood meal sources in aedes vexans and culex quinquefasciatus in Bernalillo County, New Mexico"	2013	Greenberg J.A.	Lujan D.A.	Dimenna M.A.	Wearing H.J.	Hofkin B.V.	University_of_New_Mexico	University_of_New_Mexico	City_of_Albuquerque_Environmental_Health_Department	University_of_New_Mexico	University_of_New_Mexico		
Burkett-Cadena2014	Culex_quinquefasciatus	urban	urban	"Tyto_alba,Strix_varia,Cyanocitta_cristata,Toxostoma_rufum,Poecile_carolinensis,Thryothorus_ludovicianus,Quiscalus_quiscula,Sayornis_phoebe,Aquila_chrysaetos,Bubo_virginianus,Zenaida_macroura,Cardinalis_cardinalis,Buteo_jamaicensis,Baeolophus_bicolor,Meleagris_gallopavo,Rattus_norvegicus,Homo_sapiens_sapiens,Odocoileus_virginianus"	"Aves,Mammalia"	NA	32.597058	-85.514339	"Southeastern_Raptor_Center,Alabama,USA"	Scopus	article	Innate preference or opportunism: Mosquitoes feeding on birds of prey at the Southeastern Raptor Center	2014	Burkett-Cadena N.D.	Bingham A.M.	Porterfield C.	Unnasch T.R.	NA	"Auburn_University,University_of_South_Florida,University_of_Florida"	University_of_South_Florida	"Auburn_University,Boise_State_University"	University_of_South_Florida	NA		
